ID,Name,Nationality,Age,Team,Contract_Period,Height_cm,Weight_kg,Positions,BP,foot,↓OVA,POT,Player_Tier,Growth,Value_Eur,Wage_Eur,Release_Clause_Eur,Offensive_Score,Total Stats,Base Stats,Hits
135507,Fernando Luiz Rosa,Brazil,35,Manchester City,2013 ~ 2021,177.8,67.1,CB CDM,CB,Right,84,84,Elite,0,9500000.0,110000.0,17600000.0,372.5,2192,456,"
80"
239053,Federico Valverde,Uruguay,21,Real Madrid,2016 ~ 2025,182.9,78.0,CM,CM,Right,83,90,World Class,7,36000000.0,135000.0,81000000.0,365.5,2173,474,"
365"
235212,Achraf Hakimi,Morocco,21,Inter,2020 ~ 2025,180.3,73.0,RM,RM,Right,83,88,World Class,5,35000000.0,92000.0,62100000.0,360.0,2122,470,"
312"
231443,Ousmane Dembele,France,23,FC Barcelona,2017 ~ 2022,177.8,67.1,LW RW,LM,Left,83,89,World Class,6,35500000.0,175000.0,79900000.0,374.0,1989,425,"
286"
230666,Gabriel Fernando de Jesus,Brazil,23,Manchester City,2016 ~ 2023,175.3,73.0,ST,ST,Right,83,87,World Class,4,34500000.0,150000.0,66400000.00000001,375.0,2070,439,"
157"
230481,Ronaldo Jailson Cabrais Petri,Brazil,28,Grêmio,2019 ~ 2023,177.8,74.8,CAM RM,RM,Right,83,83,Elite,0,26000000.0,49000.0,49400000.0,397.0,2098,439,"
46"
229880,Aaron Wan-Bissaka,England,22,Manchester United,2019 ~ 2024,182.9,72.1,RB RWB,RB,Right,83,88,World Class,5,30500000.0,115000.0,60200000.0,310.5,2006,440,"
291"
229261,Denis Zakaria,Switzerland,23,Borussia Mönchengladbach,2017 ~ 2022,190.5,79.8,CDM CB CM,CDM,Right,83,87,World Class,4,30500000.0,45000.0,54100000.0,331.5,2066,465,"
454"
228618,Ferland Mendy,France,25,Real Madrid,2019 ~ 2025,180.3,73.0,LB,LB,Left,83,88,World Class,5,30500000.0,160000.0,64800000.0,343.0,2141,471,"
245"
227928,Nelson Cabral Semedo,Portugal,26,Wolverhampton Wanderers,2020 ~ 2023,177.8,68.9,RB,RWB,Right,83,86,World Class,3,28000000.0,100000.0,55300000.0,310.5,2062,453,"
137"
225953,Steven Bergwijn,Netherlands,22,Tottenham Hotspur,2020 ~ 2025,177.8,78.0,LM LW RM,CAM,Right,83,88,World Class,5,34500000.0,105000.0,68100000.0,376.0,2047,440,"
258"
225100,Joe Gomez,England,23,Liverpool,2015 ~ 2024,188.0,77.1,CB,CB,Right,83,88,World Class,5,31000000.0,93000.0,59700000.0,273.0,1824,410,"
233"
224334,Marcos Acuna,Argentina,28,Sevilla FC,2020 ~ 2024,172.7,68.9,LB LM,LB,Left,83,83,Elite,0,22000000.0,41000.0,46200000.0,387.0,2280,478,"
91"
222665,Martin degaard,Norway,21,Real Madrid,2015 ~ 2023,177.8,68.0,CAM CM,CAM,Left,83,89,World Class,6,36000000.0,135000.0,81000000.0,391.0,2099,443,"
767"
221363,Donny van de Beek,Netherlands,23,Manchester United,2020 ~ 2025,182.9,73.9,CM CAM,CM,Right,83,87,World Class,4,33000000.0,125000.0,65200000.0,380.0,2171,458,"
288"
221087,Pau Lopez Sabata,Spain,25,Roma,2019 ~ 2024,188.0,77.1,GK,GK,Left,83,88,World Class,5,25500000.0,500.0,55500000.0,116.0,1364,459,"
57"
220407,Martin Dubravka,Slovakia,31,Newcastle United,2018 ~ 2025,190.5,79.8,GK,GK,Right,83,83,Elite,0,16500000.0,47000.0,31400000.0,110.0,1346,454,"
38"
219693,Diego Carlos Santos Silva,Brazil,27,Sevilla FC,2019 ~ 2024,185.4,86.2,CB,CB,Right,83,85,Elite,2,27000000.0,39000.0,58700000.0,292.0,1935,419,"
170"
216594,Nabil Fekir,France,26,Real Betis,2019 ~ 2023,172.7,74.8,CAM RM ST,CAM,Left,83,84,Elite,1,30500000.0,38000.0,66300000.0,392.5,2105,446,"
108"
216547,Rafael A. Ferreira Silva,Portugal,27,SL Benfica,2016 ~ 2024,172.7,66.2,LM RM,LM,Right,83,83,Elite,0,27000000.0,23000.0,54000000.0,356.0,2002,430,"
115"
215333,Duvan Zapata,Colombia,29,Atalanta,2020 ~ 2023,188.0,88.0,ST,ST,Right,83,83,Elite,0,26000000.0,87000.0,44200000.0,342.0,1882,413,"
123"
212151,Thomas Strakosha,Albania,25,Lazio,2012 ~ 2022,193.0,78.0,GK,GK,Right,83,88,World Class,5,25500000.0,57000.0,45300000.0,80.5,1224,453,"
90"
211688,Jose Luis Gaya Pena,Spain,25,Valencia CF,2012 ~ 2023,172.7,66.2,LB,LWB,Left,83,88,World Class,5,30500000.0,46000.0,66300000.0,352.5,2094,452,"
142"
211117,Dele Alli,England,24,Tottenham Hotspur,2015 ~ 2024,188.0,79.8,CAM CM,CAM,Right,83,87,World Class,4,34000000.0,105000.0,67200000.0,393.0,2190,464,"
149"
210514,Joao Pedro Cavaco Cancelo,Portugal,26,Manchester City,2019 ~ 2025,182.9,73.9,RB,RWB,Right,83,86,World Class,3,28000000.0,140000.0,53900000.0,373.5,2172,460,"
117"
210413,Alessio Romagnoli,Italy,25,Milan,2015 ~ 2022,188.0,78.0,CB,CB,Left,83,87,World Class,4,30000000.0,51000.0,53300000.0,261.0,1782,398,"
227"
208574,Filip Kostic,Serbia,27,Eintracht Frankfurt,2019 ~ 2023,182.9,82.1,LM LWB,LM,Left,83,83,Elite,0,27000000.0,45000.0,45900000.0,383.5,2212,474,"
75"
208093,Gerard Moreno Balaguero,Spain,28,Villarreal CF,2018 ~ 2023,180.3,77.1,ST RM CF,ST,Left,83,83,Elite,0,27000000.0,56000.0,56700000.0,389.5,2068,435,"
75"
207410,Mateo Kovacic,Croatia,26,Chelsea,2019 ~ 2024,175.3,79.8,CM CDM,CM,Right,83,86,World Class,3,31500000.0,120000.0,62200000.0,375.0,2135,454,"
103"
205678,Edin Visca,Bosnia Herzegovina,30,Medipol Başakşehir FK,2011 ~ 2021,172.7,63.0,RM,RM,Right,83,83,Elite,0,24500000.0,59000.0,46600000.0,368.5,2082,437,"
53"
205600,Samuel Umtiti,France,26,FC Barcelona,2016 ~ 2023,182.9,74.8,CB,CB,Left,83,86,World Class,3,28500000.0,170000.0,60600000.0,341.0,2061,428,"
113"
205498,Luiz Frello Filho Jorge,Italy,28,Chelsea,2018 ~ 2023,180.3,68.0,CM CDM,CM,Right,83,83,Elite,0,25500000.0,125000.0,48500000.0,377.0,2111,429,"
73"
205070,Cristian Portugues Manzanera,Spain,28,Real Sociedad,2019 ~ 2024,167.6,66.2,RW RM CF,RW,Right,83,83,Elite,0,26000000.0,50000.0,54600000.0,391.0,2190,470,"
71"
205069,Juan Bernat Velasco,Spain,27,Paris Saint-Germain,2018 ~ 2021,170.2,67.1,LB LM,LB,Left,83,84,Elite,1,25500000.0,95000.0,49100000.0,359.0,2125,450,"
92"
204923,Marcel Sabitzer,Austria,26,RB Leipzig,2014 ~ 2022,177.8,76.2,CM CAM,CAM,Right,83,85,Elite,2,31000000.0,73000.0,55000000.0,386.5,2210,466,"
144"
203486,Thorgan Hazard,Belgium,27,Borussia Dortmund,2019 ~ 2024,175.3,71.2,LM RM CF,LM,Right,83,83,Elite,0,27000000.0,78000.0,45900000.0,382.5,2107,447,"
132"
200949,Lucas Rodrigues M. Silva,Brazil,27,Tottenham Hotspur,2018 ~ 2024,175.3,69.9,RM CF,RM,Right,83,83,Elite,0,27000000.0,120000.0,51300000.0,372.0,2093,439,"
89"
199914,Allan Marques Loureiro,Brazil,29,Everton,2020 ~ 2023,175.3,73.9,CM CDM,CDM,Right,83,83,Elite,0,25000000.0,115000.0,47500000.0,350.5,2173,471,"
125"
199845,Francesco Acerbi,Italy,32,Lazio,2018 ~ 2023,193.0,88.0,CB,CB,Left,83,83,Elite,0,16500000.0,75000.0,28100000.0,296.0,1872,406,"
42"
199564,Sergio Roberto Carnicer,Spain,28,FC Barcelona,2013 ~ 2022,177.8,68.0,RB CM,RB,Right,83,83,Elite,0,22000000.0,175000.0,45100000.0,364.0,2094,449,"
104"
199482,Anthony Lopes,Portugal,29,Olympique Lyonnais,2011 ~ 2023,182.9,81.2,GK,GK,Left,83,84,Elite,1,21000000.0,69000.0,41500000.0,97.0,1385,469,"
54"
199434,Dusan Tadic,Serbia,31,Ajax,2018 ~ 2023,180.3,76.2,CF LW CAM,CF,Left,83,83,Elite,0,23500000.0,30000.0,32900000.0,404.5,2073,428,"
59"
199042,Charles Aranguiz,Chile,31,Bayer 04 Leverkusen,2015 ~ 2023,170.2,69.9,CDM CM,CDM,Right,83,83,Elite,0,19500000.0,78000.0,33200000.000000004,373.5,2171,446,"
45"
198717,Wilfried Zaha,Ivory Coast,27,Crystal Palace,2015 ~ 2023,180.3,66.2,LM CF,LM,Right,83,83,Elite,0,27000000.0,82000.0,51300000.0,347.0,1961,433,"
158"
197061,Joel Matip,Cameroon,28,Liverpool,2016 ~ 2024,193.0,89.8,CB,CB,Right,83,84,Elite,1,25500000.0,115000.0,49100000.0,300.5,1870,405,"
55"
193314,Aitor Fernandez,Spain,29,Levante UD,2018 ~ 2023,182.9,78.0,GK,GK,Right,83,83,Elite,0,18500000.0,31000.0,38900000.0,117.0,1354,458,"
43"
193301,Alexandre Lacazette,France,29,Arsenal,2017 ~ 2022,175.3,77.1,ST,ST,Right,83,83,Elite,0,26000000.0,125000.0,49400000.0,385.5,2076,438,"
107"
192984,Koen Casteels,Belgium,28,VfL Wolfsburg,2015 ~ 2024,198.1,86.2,GK,GK,Left,83,85,Elite,2,22500000.0,53000.0,39900000.0,99.5,1299,455,"
35"
192774,Kostas Manolas,Greece,29,Napoli,2019 ~ 2024,188.0,83.0,CB,CB,Right,83,84,Elite,1,24500000.0,84000.0,43500000.0,214.0,1638,373,"
79"
190941,Lukas Hradecky,Finland,30,Bayer 04 Leverkusen,2018 ~ 2023,193.0,82.1,GK,GK,Right,83,83,Elite,0,17500000.0,63000.0,29800000.0,80.5,1197,443,"
24"
189575,Iker Muniain Goni,Spain,27,Athletic Club de Bilbao,2009 ~ 2024,170.2,66.2,LW CAM RW,LW,Right,83,83,Elite,0,27000000.0,41000.0,56700000.0,373.5,2049,434,"
38"
189242,Philippe Coutinho Correia,Brazil,28,FC Barcelona,2018 ~ 2023,172.7,68.0,CAM LW CM,CAM,Right,83,83,Elite,0,26000000.0,190000.0,53300000.0,397.5,2103,433,"
212"
188943,Kevin Trapp,Germany,29,Eintracht Frankfurt,2019 ~ 2024,188.0,88.0,GK,GK,Right,83,83,Elite,0,18500000.0,35000.0,31500000.0,73.0,1242,456,"
21"
188152,Oscar dos Santos Emboaba,Brazil,28,Shanghai SIPG FC,2017 ~ 2024,177.8,66.2,CAM CM LW,CAM,Right,83,83,Elite,0,26000000.0,25000.0,41600000.0,390.0,2141,446,"
87"
187961,Jose Paulo Bezerra M. Junior,Brazil,31,Guangzhou Evergrande Taobao FC,2019 ~ 2023,182.9,79.8,CM CAM CDM,CM,Right,83,83,Elite,0,22000000.0,39000.0,35200000.0,387.5,2279,478,"
87"
186942,Ilkay Gundogan,Germany,29,Manchester City,2016 ~ 2023,180.3,79.8,CM CDM,CM,Right,83,83,Elite,0,25000000.0,160000.0,46300000.0,389.0,2158,451,"
46"
186345,Kieran Trippier,England,29,Atlético Madrid,2019 ~ 2022,172.7,68.9,RB,RB,Right,83,83,Elite,0,21500000.0,71000.0,44100000.0,375.0,2163,442,"
106"
184134,Fernando Reges,Brazil,32,Sevilla FC,2019 ~ 2022,182.9,76.2,CDM CM,CDM,Right,83,83,Elite,0,17000000.0,39000.0,35700000.0,337.0,2035,439,"
53"
183512,Yuri Berchiche Izeta,Spain,30,Athletic Club de Bilbao,2018 ~ 2022,180.3,79.8,LB,LB,Left,83,83,Elite,0,20500000.0,35000.0,43100000.0,359.0,2172,466,"
73"
181872,Arturo Vidal,Chile,33,Inter,2020 ~ 2022,180.3,74.8,CM CDM CAM,CM,Right,83,83,Elite,0,15000000.0,125000.0,25500000.0,386.5,2241,470,"
80"
180930,Edin Dzeko,Bosnia Herzegovina,34,Roma,2015 ~ 2022,193.0,79.8,ST,ST,Right,83,83,Elite,0,13500000.0,500.0,28400000.0,370.0,1918,408,"
45"
178562,Ever Banega,Argentina,32,Al Shabab,2020 ~ 2023,175.3,71.2,CM CDM,CM,Right,83,83,Elite,0,19500000.0,55000.0,33200000.000000004,385.5,2161,449,"
39"
178518,Radja Nainggolan,Belgium,32,Inter,2018 ~ 2022,175.3,64.9,CAM CM CF,CDM,Right,83,83,Elite,0,20000000.0,125000.0,34000000.0,378.5,2270,478,"
107"
176676,Marcelo Vieira da Silva,Brazil,32,Real Madrid,2007 ~ 2022,175.3,74.8,LB,LB,Left,83,83,Elite,0,16000000.0,170000.0,32799999.999999996,391.0,2209,472,"
98"
173731,Gareth Bale,Wales,30,Tottenham Hotspur,"Jun 30, 2021 On Loan",185.4,82.1,RW,RW,Left,83,83,Elite,0,24500000.0,130000.0,0.0,418.0,2213,465,"
192"
172871,Jan Vertonghen,Belgium,33,SL Benfica,2020 ~ 2023,188.0,86.2,CB LB,CB,Left,83,83,Elite,0,12000000.0,21000.0,24000000.0,343.5,2039,426,"
59"
170890,Blaise Matuidi,France,33,Inter Miami,2020 ~ 2021,180.3,74.8,CDM CM,CDM,Left,83,83,Elite,0,12500000.0,14000.0,18800000.0,348.0,2149,454,"
86"
169416,Carlos Vela,Mexico,31,Los Angeles FC,2018 ~ 2022,177.8,77.1,RW LW CAM,RW,Left,83,83,Elite,0,22500000.0,17000.0,33800000.0,391.5,2005,422,"
84"
169195,Renato Augusto,Brazil,32,Beijing Sinobo Guoan FC,2016 ~ 2021,185.4,86.2,CM CAM LM,CM,Right,83,83,Elite,0,19500000.0,33000.0,31200000.0,394.5,2181,462,"
35"
167664,Gonzalo Higuain,Argentina,32,Inter Miami,2020 ~ 2021,185.4,88.9,ST,ST,Right,83,83,Elite,0,20500000.0,17000.0,30800000.0,375.5,1906,401,"
115"
163705,Steve Mandanda,France,35,Olympique de Marseille,2017 ~ 2024,185.4,82.1,GK,GK,Right,83,83,Elite,0,7000000.0,28000.0,13300000.0,103.0,1287,453,"
25"
162347,Joao Filipe Moutinho,Portugal,33,Wolverhampton Wanderers,2018 ~ 2022,170.2,60.8,CM,CM,Right,83,83,Elite,0,15000000.0,110000.0,28500000.0,405.0,2180,438,"
52"
41236,Zlatan Ibrahimovic,Sweden,38,Milan,2020 ~ 2021,195.6,94.8,ST,ST,Right,83,83,Elite,0,9500000.0,49000.0,16200000.0,398.5,1996,407,"
210"
245279,Sergio Reguilon Rodriguez,Spain,23,Tottenham Hotspur,2020 ~ 2025,177.8,68.0,LB LM,LB,Left,82,89,World Class,7,27500000.0,85000.0,57800000.0,336.5,2020,439,"
391"
236583,Jiri Pavlenka,Czech Republic,28,SV Werder Bremen,2017 ~ 2022,195.6,81.2,GK,GK,Right,82,83,Elite,1,18500000.0,32000.0,34700000.0,80.0,1089,427,"
23"
230375,Josue Durval Chiamulera Vaz,Brazil,28,Grêmio,2019 ~ 2023,185.4,79.8,CB,CB,Right,82,82,Elite,0,19500000.0,41000.0,37100000.0,280.0,1885,405,"
26"
230168,Raphael William Anjos Rochedo,Brazil,32,Grêmio,2019 ~ 2023,190.5,84.8,GK,GK,Right,82,82,Elite,0,13500000.0,32000.0,25700000.0,64.0,1228,443,"
13"
226271,Fabian Ruiz Pena,Spain,24,Napoli,2018 ~ 2023,188.0,69.9,CM,CM,Left,82,88,World Class,6,30000000.0,70000.0,57000000.0,375.5,2105,444,"
209"
226226,Giovani Lo Celso,Argentina,24,Tottenham Hotspur,2020 ~ 2025,177.8,68.0,CM CAM,CAM,Left,82,87,World Class,5,29000000.0,95000.0,57300000.0,388.0,2172,459,"
185"
226161,Marcos Llorente Moreno,Spain,25,Atlético Madrid,2019 ~ 2024,182.9,73.9,CM RM ST,CM,Right,82,85,Elite,3,27500000.0,65000.0,58400000.0,369.0,2190,478,"
177"
226110,Nicolas Pepe,Ivory Coast,25,Arsenal,2019 ~ 2024,182.9,73.0,RM RW,LM,Left,82,85,Elite,3,28000000.0,98000.0,55300000.0,373.5,2002,425,"
191"
225375,Konrad Laimer,Austria,23,RB Leipzig,2017 ~ 2023,180.3,72.1,CDM CM RB,CDM,Right,82,86,World Class,4,26000000.0,53000.0,46200000.0,357.0,2149,466,"
272"
224293,Ruben Diogo da Silva Neves,Portugal,23,Wolverhampton Wanderers,2017 ~ 2023,180.3,79.8,CM,CM,Right,82,87,World Class,5,29000000.0,89000.0,57300000.0,389.5,2155,441,"
149"
223952,David Soria Solis,Spain,27,Getafe CF,2018 ~ 2022,193.0,84.8,GK,GK,Right,82,84,Elite,2,18500000.0,30000.0,40200000.0,101.5,1279,442,"
39"
223697,Robin Gosens,Germany,25,Atalanta,2017 ~ 2022,182.9,76.2,LM,LM,Left,82,82,Elite,0,24000000.0,68000.0,40800000.0,375.0,2197,469,"
193"
220834,Marco Asensio Willemsen,Spain,24,Real Madrid,2015 ~ 2023,182.9,76.2,LW RW,CAM,Left,82,86,World Class,4,29000000.0,160000.0,61600000.0,392.0,2023,427,"
148"
220814,Lucas Hernandez,France,24,FC Bayern München,2019 ~ 2024,182.9,76.2,CB LB,CB,Left,82,87,World Class,5,26500000.0,70000.0,45700000.0,321.5,2006,434,"
225"
217940,Dakonam Djene,Togo,28,Getafe CF,2017 ~ 2023,177.8,72.1,CB,CB,Right,82,83,Elite,1,21500000.0,39000.0,46800000.0,276.0,1852,396,"
79"
216354,Andrej Kramaric,Croatia,29,TSG 1899 Hoffenheim,2015 ~ 2022,177.8,73.0,ST CAM,ST,Right,82,82,Elite,0,22000000.0,56000.0,37400000.0,386.0,2025,415,"
78"
215698,Mike Maignan,France,24,LOSC Lille,2015 ~ 2022,190.5,91.2,GK,GK,Right,82,86,World Class,4,21500000.0,31000.0,42500000.0,101.5,1313,453,"
88"
215316,Geronimo Rulli,Argentina,28,Villarreal CF,2020 ~ 2024,188.0,83.9,GK,GK,Right,82,84,Elite,2,19500000.0,35000.0,42400000.0,89.0,1317,460,"
37"
214997,Angel Correa,Argentina,25,Atlético Madrid,2014 ~ 2024,170.2,69.9,RM ST,CAM,Right,82,85,Elite,3,28000000.0,65000.0,59500000.0,382.5,2101,450,"
92"
212523,Anderson Souza Conceicao,Brazil,26,Guangzhou Evergrande Taobao FC,2019 ~ 2022,190.5,79.8,CAM RW,CAM,Left,82,85,Elite,3,27500000.0,36000.0,46100000.0,406.5,2172,455,"
142"
210665,Marcel Halstenberg,Germany,28,RB Leipzig,2015 ~ 2022,188.0,87.1,LB CB LWB,LB,Left,82,82,Elite,0,19000000.0,64000.0,32299999.999999996,360.5,2114,438,"
136"
209960,Fernando Pacheco Flores,Spain,28,Deportivo Alavés,2015 ~ 2023,185.4,81.2,GK,GK,Left,82,84,Elite,2,19500000.0,28000.0,42400000.0,89.0,1310,443,"
27"
208808,Quincy Promes,Netherlands,28,Ajax,2019 ~ 2024,175.3,72.1,CAM LW ST,CAM,Right,82,82,Elite,0,22500000.0,26000.0,31500000.0,382.0,2104,447,"
106"
208418,Yannick Carrasco,Belgium,26,Atlético Madrid,2020 ~ 2024,185.4,73.0,LM,LM,Right,82,82,Elite,0,24000000.0,67000.0,49200000.0,377.5,2016,432,"
111"
208333,Emre Can,Germany,26,Borussia Dortmund,2020 ~ 2024,185.4,86.2,CM CDM,CB,Right,82,84,Elite,2,26500000.0,72000.0,47000000.0,384.0,2262,481,"
168"
207862,Matthias Ginter,Germany,26,Borussia Mönchengladbach,2017 ~ 2022,190.5,86.2,CB,CB,Right,82,83,Elite,1,23000000.0,48000.0,40800000.0,315.0,1927,417,"
82"
206585,Kepa Arrizabalaga,Spain,25,Chelsea,2018 ~ 2024,185.4,88.0,GK,GK,Right,82,86,World Class,4,21000000.0,76000.0,41500000.0,131.0,1316,442,"
85"
205632,Lucas Ocampos,Argentina,25,Sevilla FC,2019 ~ 2024,188.0,83.9,RW LW,ST,Right,82,83,Elite,1,26500000.0,40000.0,57600000.0,393.5,2216,473,"
150"
204970,Florian Thauvin,France,27,Olympique de Marseille,2017 ~ 2021,177.8,69.9,RW RM,RW,Left,82,82,Elite,0,23000000.0,59000.0,43700000.0,394.5,2072,432,"
77"
204120,Tomas Vaclik,Czech Republic,31,Sevilla FC,2018 ~ 2021,188.0,84.8,GK,GK,Right,82,82,Elite,0,14000000.0,29000.0,29400000.0,91.5,1288,437,"
34"
203841,Nick Pope,England,28,Burnley,2016 ~ 2023,200.7,76.2,GK,GK,Right,82,83,Elite,1,18500000.0,59000.0,36500000.0,90.5,1264,450,"
67"
203263,Harry Maguire,England,27,Manchester United,2019 ~ 2024,193.0,99.8,CB,CB,Right,82,85,Elite,3,24000000.0,120000.0,47400000.0,314.5,1938,410,"
1.5K"
202857,Karim Bellarabi,Germany,30,Bayer 04 Leverkusen,2011 ~ 2023,182.9,81.2,RM RW,RM,Right,82,82,Elite,0,21000000.0,78000.0,35700000.0,354.5,1986,431,"
46"
201305,Gabriel Armando de Abreu,Brazil,29,Valencia CF,2017 ~ 2022,185.4,72.1,CB,CB,Right,82,83,Elite,1,21000000.0,46000.0,45700000.0,312.0,1976,420,"
48"
201153,Alvaro Borja Morata Martin,Spain,27,Juventus,2020 ~ 2023,190.5,83.9,ST,ST,Right,82,83,Elite,1,26000000.0,100000.0,44900000.0,368.5,1926,420,"
62"
201095,Agustin Marchesin,Argentina,32,FC Porto,2019 ~ 2023,188.0,84.8,GK,GK,Right,82,82,Elite,0,13500000.0,16000.0,27000000.0,102.0,1374,456,"
32"
200888,Danilo Luis Helio Pereira,Portugal,28,Paris Saint-Germain,"Jun 30, 2021 On Loan",188.0,83.0,CDM CM,CDM,Right,82,82,Elite,0,20000000.0,92000.0,0.0,334.5,2024,439,"
122"
198710,James Rodriguez,Colombia,28,Everton,2020 ~ 2022,180.3,74.8,CAM RW,CAM,Left,82,82,Elite,0,22500000.0,105000.0,42800000.0,420.5,2099,423,"
215"
198329,Rodrigo Moreno Machado,Spain,29,Leeds United,2020 ~ 2024,182.9,77.1,ST CAM,ST,Left,82,82,Elite,0,22000000.0,140000.0,44000000.0,383.0,2073,442,"
129"
198009,Mattia Perin,Italy,27,Genoa,2018 ~ 2022,188.0,77.1,GK,GK,Right,82,84,Elite,2,18500000.0,20000.0,34700000.0,93.5,1277,457,"
35"
194404,Norberto Murara Neto,Brazil,30,FC Barcelona,2019 ~ 2023,190.5,83.9,GK,GK,Right,82,82,Elite,0,15000000.0,125000.0,30800000.0,98.5,1333,454,"
41"
193698,Oliver Baumann,Germany,30,TSG 1899 Hoffenheim,2014 ~ 2023,188.0,82.1,GK,GK,Right,82,82,Elite,0,15000000.0,37000.0,25500000.0,83.0,1261,450,"
20"
193525,Mario Figueira Fernandes,Russia,29,PFC CSKA Moscow,2012 ~ 2022,188.0,79.8,RWB RM,RWB,Right,82,82,Elite,0,18500000.0,59000.0,29600000.0,339.5,2102,454,"
61"
193105,Alphonse Areola,France,27,Fulham,"Jun 30, 2021 On Loan",195.6,93.9,GK,GK,Right,82,86,World Class,4,20000000.0,93000.0,0.0,110.0,1380,461,"
68"
190815,Daley Blind,Netherlands,30,Ajax,2018 ~ 2022,180.3,72.1,CB CDM LB,CB,Left,82,82,Elite,0,18000000.0,23000.0,25200000.0,378.0,2115,434,"
75"
190286,Sergio Canales Madrazo,Spain,29,Real Betis,2018 ~ 2023,175.3,64.9,CM LM RM,CAM,Left,82,82,Elite,0,21500000.0,36000.0,45200000.0,382.5,2144,457,"
63"
186561,Aaron Ramsey,Wales,29,Juventus,2019 ~ 2023,182.9,76.2,CM CAM,CM,Right,82,82,Elite,0,21500000.0,98000.0,35500000.0,375.5,2120,445,"
58"
185103,Aleksandar Kolarov,Serbia,34,Inter,2020 ~ 2021,188.0,81.2,LB,LB,Left,82,82,Elite,0,8000000.0,105000.0,13600000.0,389.5,2239,458,"
70"
184200,Marko Arnautovic,Austria,31,Shanghai SIPG FC,2019 ~ 2022,193.0,83.0,ST,ST,Right,82,82,Elite,0,20000000.0,24000.0,32000000.0,392.5,2117,445,"
57"
183907,Jerome Boateng,Germany,31,FC Bayern München,2011 ~ 2021,193.0,89.8,CB,CB,Right,82,82,Elite,0,16500000.0,82000.0,27200000.0,309.0,1924,418,"
83"
182494,Fernando Muslera,Uruguay,34,Galatasaray SK,2011 ~ 2021,190.5,73.9,GK,GK,Right,82,82,Elite,0,9500000.0,64000.0,18100000.0,107.0,1405,461,"
21"
181458,Ivan Perisic,Croatia,31,Inter,2015 ~ 2022,185.4,79.8,LM LW,LM,Left,82,82,Elite,0,19500000.0,115000.0,33200000.000000004,391.5,2153,454,"
60"
180403,Willian Borges da Silva,Brazil,31,Arsenal,2020 ~ 2023,175.3,77.1,RW LW RM,RW,Right,82,82,Elite,0,19500000.0,110000.0,37100000.0,368.5,2030,434,"
92"
178750,Sergio Asenjo Andres,Spain,31,Villarreal CF,2014 ~ 2022,188.0,87.1,GK,GK,Right,82,82,Elite,0,14000000.0,34000.0,29400000.0,109.0,1361,461,"
19"
177457,Lars Bender,Germany,31,Bayer 04 Leverkusen,2009 ~ 2021,185.4,78.0,RB CDM CM,RB,Right,82,82,Elite,0,16000000.0,72000.0,27200000.0,330.0,2024,430,"
34"
177388,Dimitri Payet,France,33,Olympique de Marseille,2017 ~ 2024,175.3,77.1,LW CAM,LW,Right,82,82,Elite,0,13500000.0,59000.0,25700000.0,401.0,2039,424,"
39"
176635,Mesut Ozil,Germany,31,Arsenal,2013 ~ 2021,180.3,71.2,CAM RW,CAM,Left,82,82,Elite,0,19500000.0,100000.0,37100000.0,388.5,1846,380,"
186"
168651,Ivan Rakitic,Croatia,32,Sevilla FC,2020 ~ 2024,182.9,78.0,CM,CM,Right,82,82,Elite,0,17000000.0,39000.0,35700000.0,401.0,2142,447,"
42"
157481,Raul Albiol Tortajada,Spain,34,Villarreal CF,2019 ~ 2022,188.0,73.9,CB,CB,Right,82,82,Elite,0,8000000.0,41000.0,16800000.0,273.5,1754,372,"
17"
1179,Gianluigi Buffon,Italy,42,Juventus,2019 ~ 2021,193.0,92.1,GK,GK,Right,82,82,Elite,0,2200000.0,41000.0,3600000.0,108.5,1292,429,"
79"
251573,Renan Augusto Lodi dos Santos,Brazil,22,Atlético Madrid,2019 ~ 2025,172.7,69.9,LB,LB,Left,81,87,World Class,6,21500000.0,49000.0,48400000.0,361.5,2151,458,"
241"
242444,Joao Felix Sequeira,Portugal,20,Atlético Madrid,2019 ~ 2026,180.3,69.9,CF ST,CAM,Right,81,93,Legendary,12,32000000.0,51000.0,72000000.0,379.5,2060,428,"
574"
241852,Moussa Diaby,France,20,Bayer 04 Leverkusen,2019 ~ 2024,170.2,67.1,LM LW,LM,Left,81,88,World Class,7,25000000.0,54000.0,47500000.0,331.0,1881,414,"
338"
241461,Ferran Torres Garcia,Spain,20,Manchester City,2020 ~ 2025,182.9,77.1,RM LM CF,RM,Right,81,89,World Class,8,26500000.0,97000.0,54300000.0,367.0,1942,414,"
350"
239818,Ruben Santos Gato Alves Dias,Portugal,23,Manchester City,2020 ~ 2023,188.0,82.1,CB,CB,Right,81,87,World Class,6,22000000.0,105000.0,45100000.0,249.0,1749,383,"
274"
239231,Marc Cucurella Saseta,Spain,21,Getafe CF,2020 ~ 2023,172.7,66.2,LM LB,LM,Left,81,89,World Class,8,26500000.0,28000.0,61000000.0,352.0,2107,453,"
2.9K"
236792,Tomas Soucek,Czech Republic,25,West Ham United,2020 ~ 2024,193.0,86.2,CDM CM,CDM,Right,81,86,World Class,5,21500000.0,46000.0,42500000.0,348.5,2075,443,"
177"
